"Reino","Filo","Classe","Ordem","Familia","Genero","Nome_cientifico","Autor","Latitude","Longitude","Datum","Formato_original","Precisao_da_coordenada","Referencia_aproximacao","Metodologia_aproximacao","Descricao_do_metodo_aproximacao","Taxon_citado","Presenca_atual","Tipo_registro","Dia","Mes","Ano","Hora","Dia_fim","Mes_fim","Ano_fim","Endemica_Brasil","Data_e_Ano_desconhecidos","Localidade","Caracteristica_da_localidade","UC_Federais","UC_Nao_Federais","RPPN","Pais","Estado","Municipio","Ambiente","Habitat","Elevacao_minima","Elevacao_maxima","Profundidade_minima","Profundidade_maxima","Identificador","Data_identificacao","Identificacao_incerta","Tombamento","Instituicao_tombamento","Compilador","Data_compilacao","Revisor","Data_revisao","Validador","data_validacao","Autor_registro","Referencia_bibliografica","Base_dados","Id_Origem","Observacao"
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","15.232833","-92.536917","Nao informado","Graus decimais","Desconhecida","","","","","","","1","3","2011","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","10.44173","-63.74305","Nao informado","Graus decimais","Desconhecida","","","","","","","27","2","1967","","","","","Nao","","","","","","","Venezuela","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","18.02852","-102.532878","Nao informado","Graus decimais","Desconhecida","","","","","","","29","11","1979","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","16.399167","-95.619444","Nao informado","Graus decimais","Desconhecida","","","","","","","9","2","1970","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","16.3425","-91.981389","Nao informado","Graus decimais","Desconhecida","","","","","","","24","7","1965","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","-21.183333333333334","-48.78333333333333","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","","","","Brasil","Sao Paulo","Ariranha","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","Garbino, G.S.T. 2016. Research on bats (Chiroptera) from the state of Sao Paulo, southeastern Brazil: Annotated species list and bibliographic review. Arquivos de Zoologia Museu de Zoologia da Universidade de Sao Paulo, 47 (3): p.43-128.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","-10.16","-40.8608","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","APA do Boqueirao da Onca","","","Brasil","Bahia","Campo Formoso","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2014. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 15/09/2014.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","22.076746","-98.981621","Nao informado","Graus decimais","Desconhecida","","","","","","","28","1","1969","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","16.843889","-93.3025","Nao informado","Graus decimais","Desconhecida","","","","","","","5","3","1978","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","-22.360833","-54.283333","Nao informado","GG MM","Desconhecida","","","","","","","","","","","","","","Nao","Nao","","","","","","Brasil","Mato Grosso do Sul","Gloria de Dourados","","","","","","","","","","","","","25/07/2018","","","","","(E. Geoffroy, 1810)","","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","4.596201","-75.833011","Nao informado","Graus decimais","Desconhecida","","","","","","","6","8","2008","","","","","Nao","","","","","","","Colombia","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","16.535833","-93.884167","Nao informado","Graus decimais","Desconhecida","","","","","","","2","5","1984","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","9.937472","-75.020611","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","","","","Colombia","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","18.89694","-96.99778","Nao informado","Graus decimais","Desconhecida","","","","","","","1","4","1946","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","18.976944","-103.374722","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","-12.184444444444445","-48.96055555555556","Nao informado","GG MM SS","Desconhecida","","","","","","Coleta","","","2010","","","","","Nao","","","","","","","Brasil","Tocantins","Sucupira","","","","","","","","","","","","","03/09/2018","","","","","(E. Geoffroy, 1810)","Lapenta, M.J. & Bueno, A.A. 2015. Checklist of bats (Mammalia, Chiroptera) from Tocantins and Bahia, Brazil: a gradient from Cerrado, Caatinga and Atlantic Forest. Check List, 11 (4): p.1673.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","17.767222","-96.3","Nao informado","Graus decimais","Desconhecida","","","","","","","29","8","1980","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","19.105556","-96.107778","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","19.626944","-96.392778","Nao informado","Graus decimais","Desconhecida","","","","","","","17","12","1975","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","19.539444","-96.6875","Nao informado","Graus decimais","Desconhecida","","","","","","","27","3","1981","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","16.795833","-93.145278","Nao informado","Graus decimais","Desconhecida","","","","","","","1","1","1973","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","20.583056","-99.341944","Nao informado","Graus decimais","Desconhecida","","","","","","","24","3","1983","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","9.541472","-75.34175","Nao informado","Graus decimais","Desconhecida","","","","","","","21","10","2014","","","","","Nao","","","","","","","Colombia","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","18.264742","-102.460517","Nao informado","Graus decimais","Desconhecida","","","","","","","13","7","1976","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","8.180083","-75.548833","Nao informado","Graus decimais","Desconhecida","","","","","","","30","1","2010","","","","","Nao","","","","","","","Colombia","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","-3.63","-52.37","Nao informado","Graus decimais","Desconhecida","","","","","","","","","1986","","","","","Nao","","","","","","","Brasil","Para","Altamira","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2014. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 15/09/2014.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","25.961442","-108.9209","Nao informado","Graus decimais","Desconhecida","","","","","","","24","10","1962","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","18.029444","-102.530833","Nao informado","Graus decimais","Desconhecida","","","","","","","29","11","1979","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","23.3945857800809","-105.94662590869","Nao informado","Graus decimais","Desconhecida","","","","","","","30","7","1963","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","18.3459","-103.509286","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","23.649722","-98.483055","Nao informado","Graus decimais","Desconhecida","","","","","","","22","7","1979","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","20.6764","-103.3461","Nao informado","Graus decimais","Desconhecida","","","","","","","21","2","1949","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","17.4825","-92.027778","Nao informado","Graus decimais","Desconhecida","","","","","","","10","11","1979","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","20.595833","-98.783056","Nao informado","Graus decimais","Desconhecida","","","","","","","23","3","1980","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","-20.6666","-41","Nao informado","Graus decimais","Desconhecida","","","","","","","","","1953","","","","","Nao","","","","","","","Brasil","Espirito Santo","Vargem Alta","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","SpeciesLink, 2014. Desmodus rotundus. SpeciesLink.org, Disponivel em: http://www.splink.org.br/. Acessado em: 16/09/2014.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","19.123056","-104.471944","Nao informado","Graus decimais","Desconhecida","","","","","","","13","1","2000","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","15.933307","-93.69413","Nao informado","Graus decimais","Desconhecida","","","","","","","18","9","1974","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","3.756528","-76.676167","Nao informado","Graus decimais","Desconhecida","","","","","","","1","8","2014","","","","","Nao","","","","","","","Colombia","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","17.703844","-95.901272","Nao informado","Graus decimais","Desconhecida","","","","","","","17","11","2011","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","17.62525","-96.89109","Nao informado","Graus decimais","Desconhecida","","","","","","","1","1","1956","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","17.556667","-99.685554","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","16.338333","-92.659722","Nao informado","Graus decimais","Desconhecida","","","","","","","1","1","1991","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","20.034167","-97.310278","Nao informado","Graus decimais","Desconhecida","","","","","","","9","6","1976","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","17.897222","-96.130833","Nao informado","Graus decimais","Desconhecida","","","","","","","11","5","1988","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","16.797222","-99.0475","Nao informado","Graus decimais","Desconhecida","","","","","","","26","5","1978","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","17.650556","-96.916667","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","5.53811","-73.63308","Nao informado","Graus decimais","Desconhecida","","","","","","","13","9","1965","","","","","Nao","","","","","","","Colombia","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","23.6799101893882","-104.297742526699","Nao informado","Graus decimais","Desconhecida","","","","","","","29","7","2009","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","-5.36975","-37.56022222222222","WGS 84","GG MM SS","Exata","","","","","","Coleta","","","2018","","","","","Nao","","","","","","","Brasil","Rio Grande do Norte","Governador Dix-Sept Rosado","","","","","","","","","","","","","23/10/2018","","","","","(E. Geoffroy, 1810)","","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","24.408333","-106.558333","Nao informado","Graus decimais","Desconhecida","","","","","","","13","6","1962","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","20.548329046222","-104.191286446451","Nao informado","Graus decimais","Desconhecida","","","","","","","4","10","1962","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","4.583333","-73.666667","Nao informado","Graus decimais","Desconhecida","","","","","","","30","11","1993","","","","","Nao","","","","","","","Colombia","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","4.16223","-73.22121","Nao informado","Graus decimais","Desconhecida","","","","","","","20","2","2015","","","","","Nao","","","","","","","Colombia","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
"Animalia","Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","(E. Geoffroy, 1810)","21.065833","-89.695556","Nao informado","Graus decimais","Desconhecida","","","","","","","","","","","","","","Nao","","","","","","","","","","","","","","","","","","","","","","","","","","","(E. Geoffroy, 1810)","GBIF, 2018. Desmodus rotundus (E.Geoffroy, 1810). GBIF Secretariat (2017), Disponivel em: https://www.gbif.org/species/2433298. Acessado em: 17/09/2018.","SALVE","",""
