Dataset_sequence_ID,Data.entry,Cave.data.series,Biogeographical.realm,Continent,Biome classification,Country.record,Cave.site,Lattitude,Longitude,Species.name,Record.source,URL
Dataset_2_3910,BC 3911,S 147,Neotropical,South America,TSDB,Brazil,Caverna Porco do Mato 1,0,0,Tonatia bidens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3911,BC 3912,S 147,Neotropical,South America,TSDB,Brazil,Caverna Porco do Mato 1,0,0,Artibeus planirostris,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3912,BC 3913,S 147,Neotropical,South America,TSDB,Brazil,Caverna Porco do Mato 1,0,0,Furipterus horrens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3913,BC 3914,S 147,Neotropical,South America,TSDB,Brazil,Caverna Porco do Mato 1,0,0,Peropteryx macrotis,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3914,BC 3915,S 147,Neotropical,South America,TSDB,Brazil,Gruta Copoeira Joao Carlos,0,0,Desmodus rotundus,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3915,BC 3916,S 147,Neotropical,South America,TSDB,Brazil,Gruta Copoeira Joao Carlos,0,0,Diphylla ecaudata,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3916,BC 3917,S 147,Neotropical,South America,TSDB,Brazil,Gruta Copoeira Joao Carlos,0,0,Glossophaga soricina,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3917,BC 3918,S 147,Neotropical,South America,TSDB,Brazil,Gruta Copoeira Joao Carlos,0,0,Tonatia bidens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3918,BC 3919,S 147,Neotropical,South America,TSDB,Brazil,Gruta Copoeira Joao Carlos,0,0,Artibeus planirostris,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3919,BC 3920,S 147,Neotropical,South America,TSDB,Brazil,Gruta Copoeira Joao Carlos,0,0,Furipterus horrens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3920,BC 3921,S 147,Neotropical,South America,TSDB,Brazil,Gruta Copoeira Joao Carlos,0,0,Peropteryx macrotis,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3921,BC 3922,S 147,Neotropical,South America,TSDB,Brazil,Gruta Casa de Homens,0,0,Desmodus rotundus,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3922,BC 3923,S 147,Neotropical,South America,TSDB,Brazil,Gruta Casa de Homens,0,0,Diphylla ecaudata,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3923,BC 3924,S 147,Neotropical,South America,TSDB,Brazil,Gruta Casa de Homens,0,0,Tonatia bidens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3924,BC 3925,S 147,Neotropical,South America,TSDB,Brazil,Gruta Casa de Homens,0,0,Furipterus horrens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3925,BC 3926,S 147,Neotropical,South America,TSDB,Brazil,Gruta Casa de Homens,0,0,Peropteryx macrotis,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3926,BC 3927,S 147,Neotropical,South America,TSDB,Brazil,Furna do Urubu,0,0,Pteronotus gymnonotus,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3927,BC 3928,S 147,Neotropical,South America,TSDB,Brazil,Furna do Urubu,0,0,Desmodus rotundus,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3928,BC 3929,S 147,Neotropical,South America,TSDB,Brazil,Furna do Urubu,0,0,Tonatia bidens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3929,BC 3930,S 147,Neotropical,South America,TSDB,Brazil,Furna do Urubu,0,0,Artibeus planirostris,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3930,BC 3931,S 147,Neotropical,South America,TSDB,Brazil,Furna do Urubu,0,0,Peropteryx macrotis,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3931,BC 3932,S 147,Neotropical,South America,TSDB,Brazil,Gruta da Carrapateira,0,0,Desmodus rotundus,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3932,BC 3933,S 147,Neotropical,South America,TSDB,Brazil,Gruta da Carrapateira,0,0,Diphylla ecaudata,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3933,BC 3934,S 147,Neotropical,South America,TSDB,Brazil,Gruta da Carrapateira,0,0,Glossophaga soricina,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3934,BC 3935,S 147,Neotropical,South America,TSDB,Brazil,Gruta da Carrapateira,0,0,Chrotopterus auritus,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3935,BC 3936,S 147,Neotropical,South America,TSDB,Brazil,Gruta da Carrapateira,0,0,Artibeus planirostris,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3936,BC 3937,S 147,Neotropical,South America,TSDB,Brazil,Gruta da Carrapateira,0,0,Furipterus horrens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3937,BC 3938,S 147,Neotropical,South America,TSDB,Brazil,Gruta da Carrapateira,0,0,Peropteryx macrotis,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3938,BC 3939,S 147,Neotropical,South America,TSDB,Brazil,Gruta dos Trinta,0,0,Desmodus rotundus,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3939,BC 3940,S 147,Neotropical,South America,TSDB,Brazil,Gruta dos Trinta,0,0,Glossophaga soricina,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3940,BC 3941,S 147,Neotropical,South America,TSDB,Brazil,Gruta dos Trinta,0,0,Lonchophylla mordax,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3941,BC 3942,S 147,Neotropical,South America,TSDB,Brazil,Gruta dos Trinta,0,0,Peropteryx macrotis,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3942,BC 3943,S 147,Neotropical,South America,TSDB,Brazil,Caverna de Pedra Lisa,0,0,Glossophaga soricina,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3943,BC 3944,S 147,Neotropical,South America,TSDB,Brazil,Caverna de Pedra Lisa,0,0,Tonatia bidens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3944,BC 3945,S 147,Neotropical,South America,TSDB,Brazil,Caverna de Pedra Lisa,0,0,Furipterus horrens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3945,BC 3946,S 147,Neotropical,South America,TSDB,Brazil,Caverna de Pedra Lisa,0,0,Peropteryx macrotis,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3946,BC 3947,S 147,Neotropical,South America,TSDB,Brazil,Caverna do Lajedo Grande,0,0,Diphylla ecaudata,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3947,BC 3948,S 147,Neotropical,South America,TSDB,Brazil,Caverna do Lajedo Grande,0,0,Artibeus planirostris,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3948,BC 3949,S 147,Neotropical,South America,TSDB,Brazil,Caverna do Lajedo Grande,0,0,Peropteryx macrotis,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3949,BC 3950,S 147,Neotropical,South America,TSDB,Brazil,Furna Feia C,0,0,Phyllostomus discolor,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3950,BC 3951,S 147,Neotropical,South America,TSDB,Brazil,Furna Feia C,0,0,Desmodus rotundus,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3951,BC 3952,S 147,Neotropical,South America,TSDB,Brazil,Furna Feia C,0,0,Diphylla ecaudata,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3952,BC 3953,S 147,Neotropical,South America,TSDB,Brazil,Furna Feia C,0,0,Glossophaga soricina,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
Dataset_2_3953,BC 3954,S 147,Neotropical,South America,TSDB,Brazil,Furna Feia C,0,0,Tonatia bidens,"Vargas-Mena, J. C., Cordero-Schmidt, E., Rodriguez-Herrera, B., Medellín, R. A., Bento, D. D. M., & Venticinque, E. M. (2020). Inside or out? Cave size and landscape effects on cave-roosting bat assemblages in Brazilian Caatinga caves. Journal of Mamma",https://academic.oup.com/jmammal/article-abstract/101/2/464/5717589
