id,species,longitude,latitude,year,source,date_filter,precision_filter,precision_filter_date,neo_filter,spatial_filter,.val,.equ,.zer,.cap,.cen,.sea,.urb,.gbf,.inst,.dpl,.summary,lon,lat,bias_filter
1406,Desmodus rotundus,-73.93057,3.34609,1988,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.93057,3.34609,TRUE
1407,Desmodus rotundus,-66.183333,-14.483333,1988,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.183333,-14.483333,TRUE
1408,Desmodus rotundus,-98.1459061,20.2745918,1988,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-98.1459061,20.2745918,TRUE
1409,Desmodus rotundus,-97.9042462,18.7351013,1988,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-97.9042462,18.7351013,TRUE
1410,Desmodus rotundus,-89.761667,20.016944,1988,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-89.761667,20.016944,TRUE
1411,Desmodus rotundus,-98.1625853,18.7189903,1988,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-98.1625853,18.7189903,TRUE
1412,Desmodus rotundus,-57.62424,-23.11245,1988,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-57.62424,-23.11245,TRUE
1413,Desmodus rotundus,-67.333333,-17.533333,1988,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.333333,-17.533333,TRUE
1414,Desmodus rotundus,-91.06914,18.085953,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-91.06914,18.085953,TRUE
1415,Desmodus rotundus,-91.035081,17.679329,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-91.035081,17.679329,TRUE
1416,Desmodus rotundus,-99.154999,21.004999,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.154999,21.004999,TRUE
1417,Desmodus rotundus,-99.239998,21.004999,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.239998,21.004999,TRUE
1418,Desmodus rotundus,-93.105,16.950833,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-93.105,16.950833,TRUE
1419,Desmodus rotundus,-97.871391,20.754444,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-97.871391,20.754444,TRUE
1420,Desmodus rotundus,-93.087222,17.446944,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-93.087222,17.446944,TRUE
1421,Desmodus rotundus,-93.065,17.396111,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-93.065,17.396111,TRUE
1422,Desmodus rotundus,-98.463302,18.933001,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-98.463302,18.933001,TRUE
1423,Desmodus rotundus,-73.9387,3.31638,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.9387,3.31638,TRUE
1424,Desmodus rotundus,-68.016667,-16.4,1987,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-68.016667,-16.4,TRUE
1425,Desmodus rotundus,-68.016667,-16.416667,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-68.016667,-16.416667,TRUE
1426,Desmodus rotundus,-64.333333,-17.583333,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-64.333333,-17.583333,TRUE
1427,Desmodus rotundus,-96.375556,17.639167,1987,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-96.375556,17.639167,TRUE
1428,Desmodus rotundus,-78.86412,-5.172,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-78.86412,-5.172,TRUE
1429,Desmodus rotundus,-77.913002,-6.82783,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.913002,-6.82783,TRUE
1430,Desmodus rotundus,-77.183334,-9.65,NA,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.183334,-9.65,TRUE
1431,Desmodus rotundus,-76.533333,-11.883333,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.533333,-11.883333,TRUE
1432,Desmodus rotundus,-77.800003,-6.75,NA,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.800003,-6.75,TRUE
1433,Desmodus rotundus,-77.916664,-5.966667,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.916664,-5.966667,TRUE
1434,Desmodus rotundus,-78.900001,-7.033333,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-78.900001,-7.033333,TRUE
1435,Desmodus rotundus,-77.80619,-6.833333,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.80619,-6.833333,TRUE
1436,Desmodus rotundus,-99.756683,21.215613,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.756683,21.215613,TRUE
1437,Desmodus rotundus,-100.398056,18.786388,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.398056,18.786388,TRUE
1438,Desmodus rotundus,-101.920286,18.84045,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-101.920286,18.84045,TRUE
1439,Desmodus rotundus,-100.451103,18.8633,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.451103,18.8633,TRUE
1440,Desmodus rotundus,-100.307777,18.438055,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.307777,18.438055,TRUE
1441,Desmodus rotundus,-98.926666,18.846666,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-98.926666,18.846666,TRUE
1442,Desmodus rotundus,-100.376945,19.136389,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.376945,19.136389,TRUE
1443,Desmodus rotundus,-100.275276,19.174444,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.275276,19.174444,TRUE
1444,Desmodus rotundus,-102.998299,18.2125,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-102.998299,18.2125,TRUE
1445,Desmodus rotundus,-83.8033872,9.7541723,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-83.8033872,9.7541723,TRUE
1446,Desmodus rotundus,-66.3,-10.57,1986,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.3,-10.57,TRUE
1447,Desmodus rotundus,-67.34,-11.26,1986,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.34,-11.26,TRUE
1448,Desmodus rotundus,-67.56667,-11.43333,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.56667,-11.43333,TRUE
1449,Desmodus rotundus,-66.1,-11.01667,1986,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.1,-11.01667,TRUE
1450,Desmodus rotundus,-66.033333,-10.566667,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.033333,-10.566667,TRUE
1451,Desmodus rotundus,-66.066667,-11.016667,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.066667,-11.016667,TRUE
1452,Desmodus rotundus,-67.333333,-11.266667,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.333333,-11.266667,TRUE
1453,Desmodus rotundus,-60.869999,-14.55,1986,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-60.869999,-14.55,TRUE
1454,Desmodus rotundus,-68.233333,-12.133333,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-68.233333,-12.133333,TRUE
1455,Desmodus rotundus,-62.349998,-19.450001,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-62.349998,-19.450001,TRUE
1456,Desmodus rotundus,-99.795556,18.506389,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.795556,18.506389,TRUE
1457,Desmodus rotundus,-103.160761,18.779139,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-103.160761,18.779139,TRUE
1458,Desmodus rotundus,-101.438281,19.190014,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-101.438281,19.190014,TRUE
1459,Desmodus rotundus,-63.450001,-17.969999,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-63.450001,-17.969999,TRUE
1460,Desmodus rotundus,-101.980428,19.083028,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-101.980428,19.083028,TRUE
1461,Desmodus rotundus,-62.35,-22.45,1986,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-62.35,-22.45,TRUE
1462,Desmodus rotundus,-99.850833,18.572778,1986,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.850833,18.572778,TRUE
1463,Desmodus rotundus,-99.650833,17.535833,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.650833,17.535833,TRUE
1464,Desmodus rotundus,-92.118889,17.260556,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-92.118889,17.260556,TRUE
1465,Desmodus rotundus,-77.783333,7.86667,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.783333,7.86667,TRUE
1466,Desmodus rotundus,-57.12586,-25.33863,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-57.12586,-25.33863,TRUE
1467,Desmodus rotundus,-57.35494,-25.07776,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-57.35494,-25.07776,TRUE
1468,Desmodus rotundus,-105.321281,19.85737,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-105.321281,19.85737,TRUE
1469,Desmodus rotundus,-101.639167,17.74,1985,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-101.639167,17.74,TRUE
1470,Desmodus rotundus,-101.607222,17.726944,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-101.607222,17.726944,TRUE
1471,Desmodus rotundus,-101.4484849,17.6834718,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-101.4484849,17.6834718,TRUE
1472,Desmodus rotundus,-99.3725,18.832778,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.3725,18.832778,TRUE
1473,Desmodus rotundus,-64.422736,-23.864043,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-64.422736,-23.864043,TRUE
1474,Desmodus rotundus,-100.132774,18.805555,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.132774,18.805555,TRUE
1475,Desmodus rotundus,-99.545833,21.186389,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.545833,21.186389,TRUE
1476,Desmodus rotundus,-99.529444,21.081667,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.529444,21.081667,TRUE
1477,Desmodus rotundus,-103.7335521,19.1089539,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-103.7335521,19.1089539,TRUE
1478,Desmodus rotundus,-99.529444,21.165,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.529444,21.165,TRUE
1479,Desmodus rotundus,-103.607161,19.3214443,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-103.607161,19.3214443,TRUE
1480,Desmodus rotundus,-62.7,-16.6,1985,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-62.7,-16.6,TRUE
1481,Desmodus rotundus,-69.21,-14.51,1985,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-69.21,-14.51,TRUE
1482,Desmodus rotundus,-67.4,-14.42,1985,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.4,-14.42,TRUE
1483,Desmodus rotundus,-66.18333,-14.63333,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.18333,-14.63333,TRUE
1484,Desmodus rotundus,-66.31667,-14.61667,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.31667,-14.61667,TRUE
1485,Desmodus rotundus,-73.60923,4.18821,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.60923,4.18821,TRUE
1486,Desmodus rotundus,-62.416667,-16.366667,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-62.416667,-16.366667,TRUE
1487,Desmodus rotundus,-66.216667,-14.516667,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.216667,-14.516667,TRUE
1488,Desmodus rotundus,-67.033333,-14.416667,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.033333,-14.416667,TRUE
1489,Desmodus rotundus,-88.857778,17.925,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-88.857778,17.925,TRUE
1490,Desmodus rotundus,-100.326667,17.258333,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.326667,17.258333,TRUE
1491,Desmodus rotundus,-67.32,-14.16,1985,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.32,-14.16,TRUE
1492,Desmodus rotundus,-67.1,-12.34,1985,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.1,-12.34,TRUE
1493,Desmodus rotundus,-67.38333,-13.91667,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.38333,-13.91667,TRUE
1494,Desmodus rotundus,-68.6,-13.33333,1985,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-68.6,-13.33333,TRUE
1495,Desmodus rotundus,-67.316667,-14.166667,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.316667,-14.166667,TRUE
1496,Desmodus rotundus,-67,-12.333333,1985,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67,-12.333333,TRUE
1497,Desmodus rotundus,-57.25292,-23.48072,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-57.25292,-23.48072,TRUE
1498,Desmodus rotundus,-97.4292342,18.4998359,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-97.4292342,18.4998359,TRUE
1499,Desmodus rotundus,-99.632774,18.786667,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.632774,18.786667,TRUE
1500,Desmodus rotundus,-73.7984,3.94218,1985,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.7984,3.94218,TRUE
1501,Desmodus rotundus,-71.25,-12.9333,NA,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-71.25,-12.9333,TRUE
1502,Desmodus rotundus,-96.9,17.671667,1984,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-96.9,17.671667,TRUE
1503,Desmodus rotundus,-47.898889,-15.93978,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-47.898889,-15.93978,TRUE
1504,Desmodus rotundus,-93.090278,16.723611,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-93.090278,16.723611,TRUE
1505,Desmodus rotundus,-97.342222,18.461944,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-97.342222,18.461944,TRUE
1506,Desmodus rotundus,-73.3668,4.99159,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.3668,4.99159,TRUE
1507,Desmodus rotundus,-92.766944,15.656389,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-92.766944,15.656389,TRUE
1508,Desmodus rotundus,-93.116667,16.753333,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-93.116667,16.753333,TRUE
1509,Desmodus rotundus,-93.411667,16.955,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-93.411667,16.955,TRUE
1510,Desmodus rotundus,-99.06319,21.41766,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.06319,21.41766,TRUE
1511,Desmodus rotundus,-93.461944,16.95,1984,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-93.461944,16.95,TRUE
1512,Desmodus rotundus,-104.178056,22.395278,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-104.178056,22.395278,TRUE
1513,Desmodus rotundus,-72.9134,4.10329,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-72.9134,4.10329,TRUE
1514,Desmodus rotundus,-100.242096,21.487354,1984,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.242096,21.487354,TRUE
