id,species,longitude,latitude,year,source,date_filter,precision_filter,precision_filter_date,neo_filter,.val,.equ,.zer,.dpl,.summary,lon,lat,bias_filter,sptdist_filter
961,desmodus_rotundus,-70.523583,6.620683,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-70.523583,6.620683,TRUE,TRUE
963,desmodus_rotundus,-77.356811,6.275306,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.356811,6.275306,TRUE,TRUE
964,desmodus_rotundus,-44.103044,-18.278697,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.103044,-18.278697,TRUE,TRUE
966,desmodus_rotundus,-89.926345,14.471327,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-89.926345,14.471327,TRUE,TRUE
967,desmodus_rotundus,-85.126147,15.318927,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-85.126147,15.318927,TRUE,TRUE
970,desmodus_rotundus,-69.64175,-1.38339,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-69.64175,-1.38339,TRUE,TRUE
979,desmodus_rotundus,-72.806278,2.530472,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-72.806278,2.530472,TRUE,TRUE
980,desmodus_rotundus,-69.166194,6.033383,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-69.166194,6.033383,TRUE,TRUE
982,desmodus_rotundus,-100.21431,25.316382,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.21431,25.316382,TRUE,TRUE
984,desmodus_rotundus,-67.844083,4.491639,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.844083,4.491639,TRUE,TRUE
986,desmodus_rotundus,-87.955542,14.841841,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-87.955542,14.841841,TRUE,TRUE
991,desmodus_rotundus,-54.7499,5.09072,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-54.7499,5.09072,TRUE,TRUE
995,desmodus_rotundus,-78.95243,-0.3206,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-78.95243,-0.3206,TRUE,TRUE
1004,desmodus_rotundus,-75.2175,8.030222,2017,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-75.2175,8.030222,TRUE,TRUE
1018,desmodus_rotundus,-44.296064,-19.518395,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.296064,-19.518395,TRUE,TRUE
1020,desmodus_rotundus,-88.140584,15.667427,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-88.140584,15.667427,TRUE,TRUE
1024,desmodus_rotundus,-77.418112,1.068222,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.418112,1.068222,TRUE,TRUE
1038,desmodus_rotundus,-73.81691,6.07448,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.81691,6.07448,TRUE,TRUE
1039,desmodus_rotundus,-107.958159,26.038297,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-107.958159,26.038297,TRUE,TRUE
1041,desmodus_rotundus,-70.2435,-22.504434,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-70.2435,-22.504434,TRUE,TRUE
1044,desmodus_rotundus,-81.725975,8.203632,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-81.725975,8.203632,TRUE,TRUE
1047,desmodus_rotundus,-58.21405,-32.225899,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-58.21405,-32.225899,TRUE,TRUE
1048,desmodus_rotundus,-43.686355,-14.586975,2016,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-43.686355,-14.586975,TRUE,TRUE
1062,desmodus_rotundus,-74.734497,9.188162,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-74.734497,9.188162,TRUE,TRUE
1063,desmodus_rotundus,-71.60045,5.416583,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-71.60045,5.416583,TRUE,TRUE
1073,desmodus_rotundus,-73.830222,9.231555,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.830222,9.231555,TRUE,TRUE
1075,desmodus_rotundus,-73.15907,3.5312,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.15907,3.5312,TRUE,TRUE
1076,desmodus_rotundus,-77.999167,1.154167,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.999167,1.154167,TRUE,TRUE
1082,desmodus_rotundus,-70.156072,6.095869,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-70.156072,6.095869,TRUE,TRUE
1088,desmodus_rotundus,-74.363806,7.120278,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-74.363806,7.120278,TRUE,TRUE
1099,desmodus_rotundus,-66.253164,-17.634747,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.253164,-17.634747,TRUE,TRUE
1106,desmodus_rotundus,-75.1575,9.925833,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-75.1575,9.925833,TRUE,TRUE
1114,desmodus_rotundus,-75.161944,10.748306,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-75.161944,10.748306,TRUE,TRUE
1120,desmodus_rotundus,-72.820389,5.266583,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-72.820389,5.266583,TRUE,TRUE
1126,desmodus_rotundus,-93.028832,18.397207,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-93.028832,18.397207,TRUE,TRUE
1127,desmodus_rotundus,-76.667879,-12.664687,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.667879,-12.664687,TRUE,TRUE
1138,desmodus_rotundus,-44.179709,-23.136332,2015,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-44.179709,-23.136332,TRUE,TRUE
1150,desmodus_rotundus,-72.425287,-16.722016,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-72.425287,-16.722016,TRUE,TRUE
1155,desmodus_rotundus,-87.139234,14.604016,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-87.139234,14.604016,TRUE,TRUE
1156,desmodus_rotundus,-97.998047,22.037275,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-97.998047,22.037275,TRUE,TRUE
1163,desmodus_rotundus,-79.899679,-1.366428,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-79.899679,-1.366428,TRUE,TRUE
1185,desmodus_rotundus,-86.165002,11.988591,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-86.165002,11.988591,TRUE,TRUE
1198,desmodus_rotundus,-77.376663,-0.324583,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.376663,-0.324583,TRUE,TRUE
1205,desmodus_rotundus,-76.174905999999993,3.385753,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.174905999999993,3.385753,TRUE,TRUE
1214,desmodus_rotundus,-56.116143,-19.560032,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.116143,-19.560032,TRUE,TRUE
1215,desmodus_rotundus,-76.203478,4.808203,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.203478,4.808203,TRUE,TRUE
1217,desmodus_rotundus,-76.25361,6.52269,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.25361,6.52269,TRUE,TRUE
1238,desmodus_rotundus,-69.714722,6.2545,2014,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-69.714722,6.2545,TRUE,TRUE
1261,desmodus_rotundus,-58.50848,4.28784,2013,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-58.50848,4.28784,TRUE,TRUE
1265,desmodus_rotundus,-97.49013,19.47208,2013,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-97.49013,19.47208,TRUE,TRUE
1274,desmodus_rotundus,-70.386357,-3.773669,2013,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-70.386357,-3.773669,TRUE,TRUE
1280,desmodus_rotundus,-61.043524,-24.945706,2013,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-61.043524,-24.945706,TRUE,TRUE
1282,desmodus_rotundus,-46.335428,-18.253291,2013,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-46.335428,-18.253291,TRUE,TRUE
1291,desmodus_rotundus,-84.472572,9.969645,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-84.472572,9.969645,TRUE,TRUE
1296,desmodus_rotundus,-76.6921,7.57064,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.6921,7.57064,TRUE,TRUE
1298,desmodus_rotundus,-77.936462,-2.835901,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.936462,-2.835901,TRUE,TRUE
1305,desmodus_rotundus,-55.62941,2.47705,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-55.62941,2.47705,TRUE,TRUE
1306,desmodus_rotundus,-94.35692,18.1074,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-94.35692,18.1074,TRUE,TRUE
1312,desmodus_rotundus,-86.908632,13.394497,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-86.908632,13.394497,TRUE,TRUE
1318,desmodus_rotundus,-75.679,2.316528,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-75.679,2.316528,TRUE,TRUE
1324,desmodus_rotundus,-82.25,8.351,2012,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-82.25,8.351,TRUE,TRUE
1328,desmodus_rotundus,-59.08276,4.17976,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-59.08276,4.17976,TRUE,TRUE
1333,desmodus_rotundus,-100.878611,18.728912,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.878611,18.728912,TRUE,TRUE
1338,desmodus_rotundus,-79.708996,-4.645311,2012,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-79.708996,-4.645311,TRUE,TRUE
1340,desmodus_rotundus,-38.938674,-7.534601,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-38.938674,-7.534601,TRUE,TRUE
1348,desmodus_rotundus,-55.503424,-29.21042,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-55.503424,-29.21042,TRUE,TRUE
1351,desmodus_rotundus,-63.258033,-23.967611,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-63.258033,-23.967611,TRUE,TRUE
1360,desmodus_rotundus,-90.91234,15.0747,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-90.91234,15.0747,TRUE,TRUE
1362,desmodus_rotundus,-73.750694,2.728056,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.750694,2.728056,TRUE,TRUE
1366,desmodus_rotundus,-47.715538,-22.435997,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-47.715538,-22.435997,TRUE,TRUE
1367,desmodus_rotundus,-76.319,8.742444,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.319,8.742444,TRUE,TRUE
1370,desmodus_rotundus,-54.10506,5.352428,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-54.10506,5.352428,TRUE,TRUE
1371,desmodus_rotundus,-34.9269,-7.224665,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-34.9269,-7.224665,TRUE,TRUE
1375,desmodus_rotundus,-77.573466,1.666854,2011,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.573466,1.666854,TRUE,TRUE
1386,desmodus_rotundus,-86.879232,15.417103,2010,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-86.879232,15.417103,TRUE,TRUE
1389,desmodus_rotundus,-75.68362,9.705926,2010,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-75.68362,9.705926,TRUE,TRUE
1391,desmodus_rotundus,-96.76333,19.94194,2010,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-96.76333,19.94194,TRUE,TRUE
1400,desmodus_rotundus,-56.698,2.363,2010,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.698,2.363,TRUE,TRUE
1404,desmodus_rotundus,-71.302417,6.017861,2010,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-71.302417,6.017861,TRUE,TRUE
1411,desmodus_rotundus,-77.338406,5.36714,2010,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-77.338406,5.36714,TRUE,TRUE
1412,desmodus_rotundus,-53.960425,3.658282,2010,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-53.960425,3.658282,TRUE,TRUE
1417,desmodus_rotundus,-72.40235,4.895933,2009,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-72.40235,4.895933,TRUE,TRUE
1421,desmodus_rotundus,-91.5703,15.96373,2009,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-91.5703,15.96373,TRUE,TRUE
1434,desmodus_rotundus,-42.362576,-21.980272,2009,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-42.362576,-21.980272,TRUE,TRUE
1444,desmodus_rotundus,-56.09211,1.99449,2009,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.09211,1.99449,TRUE,TRUE
1446,desmodus_rotundus,-99.096673,21.46367,2009,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-99.096673,21.46367,TRUE,TRUE
1455,desmodus_rotundus,-104.301667,23.672833,2009,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-104.301667,23.672833,TRUE,TRUE
1459,desmodus_rotundus,-87.414519,12.823919,2009,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-87.414519,12.823919,TRUE,TRUE
1484,desmodus_rotundus,-74.969444,4.894444,2008,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-74.969444,4.894444,TRUE,TRUE
1489,desmodus_rotundus,-83.546373,10.058303,2008,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-83.546373,10.058303,TRUE,TRUE
1497,desmodus_rotundus,-56.2142,-23.2476,2008,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.2142,-23.2476,TRUE,TRUE
1518,desmodus_rotundus,-59.53,2.82,2007,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-59.53,2.82,TRUE,TRUE
1519,desmodus_rotundus,-58.23,3.51,2007,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-58.23,3.51,TRUE,TRUE
1522,desmodus_rotundus,-58.559189,-25.857061,2007,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-58.559189,-25.857061,TRUE,TRUE
1523,desmodus_rotundus,-59.435,2.279,2007,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-59.435,2.279,TRUE,TRUE
1539,desmodus_rotundus,-73.622194,3.654417,2006,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.622194,3.654417,TRUE,TRUE
1550,desmodus_rotundus,-79.474444,-3.313889,2006,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-79.474444,-3.313889,TRUE,TRUE
1571,desmodus_rotundus,-59.481,5.175,2005,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-59.481,5.175,TRUE,TRUE
1589,desmodus_rotundus,-74.954692,5.400396,2005,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-74.954692,5.400396,TRUE,TRUE
1590,desmodus_rotundus,-57.042,4.478,2005,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-57.042,4.478,TRUE,TRUE
1634,desmodus_rotundus,-76.416667,5.3,2003,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.416667,5.3,TRUE,TRUE
1655,desmodus_rotundus,-57.610917,-19.211889,2003,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-57.610917,-19.211889,TRUE,TRUE
1657,desmodus_rotundus,-107.658183,26.681883,2003,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-107.658183,26.681883,TRUE,TRUE
1675,desmodus_rotundus,-89.858028,18.596361,2003,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-89.858028,18.596361,TRUE,TRUE
1678,desmodus_rotundus,-104.035,18.913,2002,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-104.035,18.913,TRUE,TRUE
1709,desmodus_rotundus,-59.92,5.3,2002,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-59.92,5.3,TRUE,TRUE
1710,desmodus_rotundus,-85.705112,10.837931,2002,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-85.705112,10.837931,TRUE,TRUE
1713,desmodus_rotundus,-75.1362,6.99779,2001,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-75.1362,6.99779,TRUE,TRUE
1721,desmodus_rotundus,-92.520278,15.556944,2001,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-92.520278,15.556944,TRUE,TRUE
1722,desmodus_rotundus,-79.84648,9.152102,2001,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-79.84648,9.152102,TRUE,TRUE
1736,desmodus_rotundus,-58.783,3.267,2001,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-58.783,3.267,TRUE,TRUE
1737,desmodus_rotundus,-66.36492,7.148325,2001,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-66.36492,7.148325,TRUE,TRUE
1743,desmodus_rotundus,-88.235,18.608,2001,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-88.235,18.608,TRUE,TRUE
1745,desmodus_rotundus,-58.22,6.5,2001,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-58.22,6.5,TRUE,TRUE
1747,desmodus_rotundus,-71.385467,-12.771717,NA,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-71.385467,-12.771717,TRUE,TRUE
1750,desmodus_rotundus,-105.276497,22.158399,2000,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-105.276497,22.158399,TRUE,TRUE
1767,desmodus_rotundus,-80.611983,7.241217,2000,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-80.611983,7.241217,TRUE,TRUE
1773,desmodus_rotundus,-76.883333,5.55,2000,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.883333,5.55,TRUE,TRUE
1778,desmodus_rotundus,-61.0347,-14.7664,2000,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-61.0347,-14.7664,TRUE,TRUE
1780,desmodus_rotundus,-104.513167,19.135333,2000,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-104.513167,19.135333,TRUE,TRUE
1791,desmodus_rotundus,-89.416944,16.331111,1999,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-89.416944,16.331111,TRUE,TRUE
1798,desmodus_rotundus,-90.547,17.246,1999,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-90.547,17.246,TRUE,TRUE
1854,desmodus_rotundus,-59.016667,4.75,1997,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-59.016667,4.75,TRUE,TRUE
1866,desmodus_rotundus,-61.1,5.8,1997,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-61.1,5.8,TRUE,TRUE
1867,desmodus_rotundus,-74.334912,5.856665,1997,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-74.334912,5.856665,TRUE,TRUE
1875,desmodus_rotundus,-56.8,-24.116667,1996,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-56.8,-24.116667,TRUE,TRUE
1890,desmodus_rotundus,-76.33,-0.83,1996,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.33,-0.83,TRUE,TRUE
1894,desmodus_rotundus,-58.833,1.533,1996,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-58.833,1.533,TRUE,TRUE
1899,desmodus_rotundus,-100.945503,19.607799,1996,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-100.945503,19.607799,TRUE,TRUE
1902,desmodus_rotundus,-67.894607,5.300001,1995,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-67.894607,5.300001,TRUE,TRUE
1904,desmodus_rotundus,-79.933,8.683,1995,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-79.933,8.683,TRUE,TRUE
1910,desmodus_rotundus,-64.305,-20.712,1995,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-64.305,-20.712,TRUE,TRUE
1921,desmodus_rotundus,-87.580556,19.818056,1995,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-87.580556,19.818056,TRUE,TRUE
1942,desmodus_rotundus,-74.114764,4.788363,1994,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-74.114764,4.788363,TRUE,TRUE
1943,desmodus_rotundus,-73.666667,4.583333,1994,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-73.666667,4.583333,TRUE,TRUE
1947,desmodus_rotundus,-89.366667,18.8,1994,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-89.366667,18.8,TRUE,TRUE
1953,desmodus_rotundus,-58.7,5.15,1994,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-58.7,5.15,TRUE,TRUE
1954,desmodus_rotundus,-92.744722,15.054167,1994,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-92.744722,15.054167,TRUE,TRUE
1960,desmodus_rotundus,-59.25,3.25,1993,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-59.25,3.25,TRUE,TRUE
1962,desmodus_rotundus,-89.367,14.4,1993,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-89.367,14.4,TRUE,TRUE
1968,desmodus_rotundus,-76.1161755,-2.5815219,1993,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-76.1161755,-2.5815219,TRUE,TRUE
1971,desmodus_rotundus,-45.35,-23.816667,1993,gbif,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-45.35,-23.816667,TRUE,TRUE
1974,desmodus_rotundus,-63.45287,-21.26261,1993,gbif,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-63.45287,-21.26261,TRUE,TRUE
